area,area_name,education_category,tot_emp,pct_total ,emp_prse,h_mean,a_mean,mean_prse ,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90
  41700,"San Antonio-New Braunfels, TX",Postsecondary nondegree award,"65,170",6.5,2.7,19.60,"40,760",2.1,10.59,13.36,17.72,23.96,31.10,"22,020","27,790","36,850","49,840","64,700"
  41700,"San Antonio-New Braunfels, TX","Some college, no degree","24,360",2.4,3.4,17.48,"36,360",2.9,9.27,11.76,16.22,21.54,27.99,"19,280","24,460","33,730","44,800","58,210"
  41700,"San Antonio-New Braunfels, TX",High school diploma or equivalent,"399,000",39.8,1.3,18.58,"38,640",1.0,9.25,11.84,16.10,22.36,30.41,"19,240","24,630","33,480","46,520","63,250"
  41700,"San Antonio-New Braunfels, TX",No formal educational credential,"256,010",25.5,1.5,12.04,"25,040",1.0,8.13,8.99,10.76,13.70,17.95,"16,910","18,700","22,390","28,500","37,330"
  41740,"San Diego-Carlsbad, CA",Doctoral or professional degree,"41,140",2.9,2.9,65.49,"136,230",3.6,26.81,36.75,54.58,80.86,#,"55,760","76,440","113,530","168,180",#
  41740,"San Diego-Carlsbad, CA",Master's degree,"24,460",1.7,3.6,40.13,"83,470",2.2,16.67,24.78,37.86,52.24,63.24,"34,670","51,540","78,750","108,660","131,530"
  41740,"San Diego-Carlsbad, CA",Bachelor's degree,"348,940",24.3,1.2,44.46,"92,480",0.9,19.48,27.60,39.83,54.90,74.52,"40,520","57,410","82,850","114,190","154,990"
  41740,"San Diego-Carlsbad, CA",Associate's degree,"36,930",2.6,3.3,30.13,"62,660",2.7,14.69,19.53,28.37,38.95,48.14,"30,560","40,620","59,000","81,020","100,130"
  41740,"San Diego-Carlsbad, CA",Postsecondary nondegree award,"72,060",5.0,2.5,21.28,"44,260",1.5,11.47,14.47,19.22,26.32,33.19,"23,860","30,100","39,980","54,740","69,040"
  41740,"San Diego-Carlsbad, CA","Some college, no degree","35,410",2.5,3.7,20.54,"42,720",1.1,12.29,14.90,19.04,24.37,30.29,"25,570","30,990","39,600","50,680","63,000"
  41740,"San Diego-Carlsbad, CA",High school diploma or equivalent,"510,750",35.6,0.9,21.57,"44,870",0.9,11.06,13.29,18.59,26.38,35.93,"23,000","27,650","38,660","54,860","74,730"
  41740,"San Diego-Carlsbad, CA",No formal educational credential,"363,640",25.4,1.0,14.60,"30,380",0.7,10.34,10.96,12.16,16.03,22.33,"21,500","22,790","25,290","33,330","46,440"
  41860,"San Francisco-Oakland-Hayward, CA",Doctoral or professional degree,"68,020",2.9,2.2,69.46,"144,480",2.6,26.57,37.33,59.45,89.35,#,"55,270","77,650","123,660","185,840",#
  41860,"San Francisco-Oakland-Hayward, CA",Master's degree,"41,960",1.8,3.6,42.46,"88,310",2.1,17.96,25.88,38.98,55.39,71.38,"37,360","53,840","81,070","115,220","148,470"
  41860,"San Francisco-Oakland-Hayward, CA",Bachelor's degree,"688,450",29.1,1.0,54.44,"113,230",0.8,23.13,32.72,47.77,68.57,92.97,"48,120","68,050","99,360","142,620","193,380"
  41860,"San Francisco-Oakland-Hayward, CA",Associate's degree,"58,870",2.5,2.6,34.65,"72,070",1.4,16.83,21.82,31.12,45.21,59.02,"35,010","45,380","64,740","94,030","122,770"
  41860,"San Francisco-Oakland-Hayward, CA",Postsecondary nondegree award,"100,900",4.3,1.9,25.11,"52,220",1.8,12.81,16.60,22.93,30.86,39.86,"26,640","34,530","47,700","64,200","82,900"
  41860,"San Francisco-Oakland-Hayward, CA","Some college, no degree","59,830",2.5,2.7,24.83,"51,640",1.1,13.96,17.61,23.00,29.86,38.49,"29,040","36,630","47,840","62,100","80,060"
  41860,"San Francisco-Oakland-Hayward, CA",High school diploma or equivalent,"830,150",35.0,1.2,24.94,"51,880",0.8,11.60,14.74,21.27,30.36,43.68,"24,120","30,660","44,230","63,150","90,850"
  41860,"San Francisco-Oakland-Hayward, CA",No formal educational credential,"521,270",22.0,0.9,16.61,"34,560",0.8,10.73,11.93,14.24,18.63,25.43,"22,320","24,820","29,610","38,740","52,890"
  41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",Doctoral or professional degree,"36,780",3.3,3.1,72.84,"151,500",4.7,26.23,36.37,62.36,96.68,#,"54,570","75,640","129,710","201,100",#
  41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",Master's degree,"18,600",1.7,6.3,43.65,"90,780",3.3,16.70,26.13,39.51,56.33,76.42,"34,730","54,340","82,190","117,170","158,960"
  41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",Bachelor's degree,"373,540",33.5,1.5,58.69,"122,070",1.1,25.41,35.47,52.04,73.56,98.41,"52,860","73,770","108,250","153,010","204,690"
  41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",Associate's degree,"27,550",2.5,4.0,37.22,"77,410",1.8,18.20,23.87,33.98,48.62,61.35,"37,850","49,650","70,680","101,120","127,610"
  41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",Postsecondary nondegree award,"38,030",3.4,3.2,27.01,"56,190",2.5,13.53,18.03,25.42,33.63,42.90,"28,140","37,510","52,870","69,940","89,230"
  41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division","Some college, no degree",**,**,**,27.40,"56,990",1.5,15.25,19.28,25.61,33.54,43.29,"31,720","40,100","53,260","69,760","90,040"
  41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",High school diploma or equivalent,"354,980",31.8,2.0,26.05,"54,180",1.4,11.97,15.27,22.33,31.44,45.77,"24,910","31,750","46,450","65,390","95,200"
  41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",No formal educational credential,"240,020",21.5,1.5,16.95,"35,250",1.1,11.19,12.63,14.62,19.05,25.13,"23,270","26,280","30,420","39,620","52,260"
  41900,"San German, PR",Master's degree,**,**,**,18.21,"37,870",3.1,10.07,13.30,18.25,22.70,25.98,"20,950","27,650","37,950","47,220","54,040"
  41900,"San German, PR",Bachelor's degree,"2,750",15.1,1.5,16.32,"33,940",1.8,8.70,12.04,15.39,19.28,23.90,"18,100","25,040","32,010","40,090","49,710"
  41900,"San German, PR",Associate's degree,350,1.9,5.4,13.07,"27,170",2.9,8.07,8.89,12.00,16.06,20.61,"16,780","18,500","24,950","33,400","42,860"
  41900,"San German, PR",Postsecondary nondegree award,640,3.5,6.0,9.57,"19,900",1.9,7.82,8.22,8.88,9.61,13.41,"16,270","17,100","18,470","19,990","27,880"
  41900,"San German, PR","Some college, no degree",420,2.3,4.9,9.37,"19,480",1.5,7.81,8.22,8.91,9.66,12.70,"16,250","17,100","18,520","20,090","26,410"
  41900,"San German, PR",High school diploma or equivalent,"7,920",43.6,2.6,9.66,"20,100",1.4,7.77,8.19,8.87,9.69,13.28,"16,170","17,030","18,450","20,160","27,620"
  41900,"San German, PR",No formal educational credential,"5,480",30.2,2.5,8.60,"17,890",1.3,7.79,8.11,8.66,9.20,9.62,"16,200","16,880","18,010","19,140","20,000"
  41940,"San Jose-Sunnyvale-Santa Clara, CA",Doctoral or professional degree,"25,440",2.3,7.8,71.81,"149,360",5.5,26.79,39.82,61.08,93.19,#,"55,710","82,830","127,040","193,830",#
  41940,"San Jose-Sunnyvale-Santa Clara, CA",Master's degree,"14,990",1.4,4.5,44.72,"93,020",3.0,19.23,25.96,41.14,59.25,76.68,"40,010","54,010","85,560","123,240","159,490"
  41940,"San Jose-Sunnyvale-Santa Clara, CA",Bachelor's degree,"397,750",36.5,2.0,58.41,"121,500",1.1,24.88,36.51,54.02,74.57,95.38,"51,740","75,950","112,360","155,120","198,400"
  41940,"San Jose-Sunnyvale-Santa Clara, CA",Associate's degree,"32,830",3.0,3.8,33.00,"68,630",2.2,16.16,20.57,30.11,42.42,56.73,"33,610","42,770","62,630","88,220","118,000"
  41940,"San Jose-Sunnyvale-Santa Clara, CA",Postsecondary nondegree award,"43,750",4.0,3.8,24.49,"50,940",2.2,12.28,16.33,22.51,30.11,39.24,"25,550","33,960","46,830","62,640","81,620"
  41940,"San Jose-Sunnyvale-Santa Clara, CA","Some college, no degree","31,310",2.9,3.7,28.14,"58,520",4.0,14.43,18.22,24.50,34.30,48.24,"30,000","37,910","50,950","71,330","100,330"
  41940,"San Jose-Sunnyvale-Santa Clara, CA",High school diploma or equivalent,"335,070",30.8,2.4,24.97,"51,930",1.4,11.77,14.94,21.32,30.47,43.18,"24,470","31,080","44,350","63,380","89,810"
  41940,"San Jose-Sunnyvale-Santa Clara, CA",No formal educational credential,"207,920",19.1,1.5,15.69,"32,640",1.2,10.61,11.45,13.43,17.42,24.26,"22,060","23,820","27,940","36,230","50,470"
  41980,"San Juan-Carolina-Caguas, PR",Doctoral or professional degree,"14,680",2.2,3.1,33.98,"70,690",4.4,11.39,19.77,29.23,43.35,56.86,"23,690","41,110","60,790","90,160","118,270"
  41980,"San Juan-Carolina-Caguas, PR",Master's degree,"9,380",1.4,2.6,19.24,"40,020",1.6,9.23,12.51,16.89,24.03,31.67,"19,200","26,020","35,130","49,970","65,880"
  41980,"San Juan-Carolina-Caguas, PR",Bachelor's degree,"130,550",19.7,1.0,22.99,"47,820",0.8,9.86,13.48,18.27,26.67,41.42,"20,500","28,050","38,000","55,480","86,150"
  41980,"San Juan-Carolina-Caguas, PR",Associate's degree,"14,090",2.1,3.2,15.81,"32,880",3.2,8.36,9.75,12.85,18.42,25.83,"17,390","20,280","26,720","38,300","53,730"
  41980,"San Juan-Carolina-Caguas, PR",Postsecondary nondegree award,"26,950",4.1,2.8,11.40,"23,720",1.4,7.96,8.60,9.77,12.85,16.85,"16,560","17,890","20,330","26,720","35,050"
  41980,"San Juan-Carolina-Caguas, PR","Some college, no degree","15,220",2.3,2.8,11.57,"24,070",1.2,7.89,8.48,9.52,13.24,17.56,"16,410","17,650","19,800","27,540","36,530"
  41980,"San Juan-Carolina-Caguas, PR",High school diploma or equivalent,"291,850",43.9,1.0,12.52,"26,030",0.7,7.97,8.65,10.21,14.75,19.24,"16,580","17,990","21,230","30,670","40,010"
  41980,"San Juan-Carolina-Caguas, PR",No formal educational credential,"161,570",24.3,1.1,9.25,"19,230",0.7,7.79,8.16,8.79,9.44,11.42,"16,200","16,980","18,280","19,640","23,750"
  42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Doctoral or professional degree,"3,050",2.6,4.1,56.30,"117,100",9.2,26.11,33.74,47.61,64.99,#,"54,320","70,180","99,020","135,180",#
  42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Master's degree,"1,860",1.6,5.7,37.80,"78,630",4.3,13.90,23.50,35.47,50.74,61.78,"28,900","48,880","73,780","105,540","128,510"
  42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Bachelor's degree,"21,220",18.2,5.6,38.86,"80,820",3.9,16.10,23.69,34.81,49.50,64.66,"33,490","49,280","72,400","102,970","134,490"
  42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Associate's degree,"1,890",1.6,8.2,26.31,"54,720",4.3,12.82,15.49,22.84,36.16,45.89,"26,670","32,220","47,500","75,210","95,460"
  42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Postsecondary nondegree award,"7,610",6.5,7.4,22.08,"45,930",3.2,12.72,15.60,21.37,27.05,31.61,"26,460","32,440","44,440","56,260","65,760"
  42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA","Some college, no degree","3,030",2.6,6.0,19.05,"39,620",2.4,11.37,14.18,18.03,22.46,27.48,"23,650","29,490","37,490","46,710","57,170"
  42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",High school diploma or equivalent,"42,370",36.3,3.8,20.63,"42,910",3.9,10.66,12.18,17.11,25.13,36.88,"22,180","25,330","35,590","52,260","76,720"
  42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",No formal educational credential,"35,610",30.5,3.0,14.50,"30,170",1.4,10.34,11.04,12.42,15.77,21.54,"21,510","22,970","25,840","32,800","44,800"
  42034,"San Rafael, CA Metropolitan Division",Doctoral or professional degree,"3,130",2.7,14.1,71.79,"149,330",5.8,28.00,39.42,62.73,92.33,#,"58,240","81,990","130,480","192,060",#
  42034,"San Rafael, CA Metropolitan Division",Master's degree,"2,220",1.9,10.9,36.93,"76,820",5.9,16.56,21.84,33.05,48.02,63.02,"34,440","45,420","68,750","99,880","131,070"
  42034,"San Rafael, CA Metropolitan Division",Bachelor's degree,"28,750",25.0,3.0,48.12,"100,100",2.3,19.65,28.08,41.24,59.22,82.25,"40,870","58,420","85,770","123,170","171,080"
  42034,"San Rafael, CA Metropolitan Division",Associate's degree,"2,280",2.0,11.6,30.93,"64,340",4.9,15.57,20.22,26.98,38.95,53.03,"32,380","42,070","56,120","81,010","110,310"
  42034,"San Rafael, CA Metropolitan Division",Postsecondary nondegree award,"5,530",4.8,5.2,24.89,"51,760",3.2,13.09,16.34,21.40,29.65,41.10,"27,230","33,980","44,510","61,680","85,490"
  42034,"San Rafael, CA Metropolitan Division","Some college, no degree",**,**,**,23.79,"49,480",2.5,13.06,17.16,22.59,28.80,36.49,"27,160","35,700","46,990","59,910","75,890"
  42034,"San Rafael, CA Metropolitan Division",High school diploma or equivalent,"39,450",34.4,3.4,26.15,"54,400",2.0,12.17,16.22,22.92,32.15,44.30,"25,310","33,730","47,670","66,870","92,140"
  42034,"San Rafael, CA Metropolitan Division",No formal educational credential,"30,290",26.4,2.3,16.75,"34,850",1.8,10.73,11.91,14.54,19.12,25.08,"22,330","24,770","30,250","39,760","52,170"
  42100,"Santa Cruz-Watsonville, CA",Doctoral or professional degree,"2,260",2.3,14.6,66.82,"138,980",6.0,30.39,40.99,56.43,82.64,#,"63,210","85,250","117,370","171,890",#
  42100,"Santa Cruz-Watsonville, CA",Master's degree,"2,430",2.5,6.6,36.10,"75,090",4.1,15.54,20.99,31.83,48.35,61.70,"32,330","43,650","66,210","100,580","128,340"
  42100,"Santa Cruz-Watsonville, CA",Bachelor's degree,"20,830",21.4,3.7,40.84,"84,950",3.4,17.17,23.31,34.82,51.86,72.66,"35,720","48,480","72,420","107,870","151,140"
  42100,"Santa Cruz-Watsonville, CA",Associate's degree,"2,120",2.2,11.3,30.94,"64,350",5.2,14.04,19.45,27.74,40.80,55.41,"29,190","40,450","57,700","84,860","115,260"
  42100,"Santa Cruz-Watsonville, CA",Postsecondary nondegree award,"4,650",4.8,7.0,22.77,"47,370",3.9,12.07,15.08,20.80,27.90,35.58,"25,110","31,370","43,270","58,030","74,000"
  42100,"Santa Cruz-Watsonville, CA","Some college, no degree","2,690",2.8,6.3,21.20,"44,090",2.5,11.83,14.85,18.99,26.39,34.14,"24,610","30,890","39,500","54,900","71,010"
  42100,"Santa Cruz-Watsonville, CA",High school diploma or equivalent,"35,040",36.0,2.5,21.36,"44,430",1.9,11.12,13.23,18.15,25.89,35.89,"23,130","27,520","37,760","53,850","74,650"
  42100,"Santa Cruz-Watsonville, CA",No formal educational credential,"27,350",28.1,2.6,14.37,"29,900",1.6,10.34,10.97,12.23,15.46,21.79,"21,500","22,810","25,430","32,150","45,320"
  42140,"Santa Fe, NM",Doctoral or professional degree,"1,820",3.0,5.7,53.50,"111,280",9.5,25.94,29.92,41.23,64.97,97.41,"53,950","62,230","85,760","135,140","202,610"
  42140,"Santa Fe, NM",Master's degree,"1,390",2.3,6.5,32.58,"67,760",3.9,18.16,23.01,29.14,39.31,51.88,"37,760","47,860","60,600","81,770","107,910"
  42140,"Santa Fe, NM",Bachelor's degree,"13,560",22.1,2.0,32.72,"68,060",3.0,16.46,21.58,28.97,38.42,49.19,"34,230","44,880","60,250","79,910","102,320"
  42140,"Santa Fe, NM",Associate's degree,"1,390",2.3,11.4,24.78,"51,550",4.8,14.00,17.65,23.42,29.54,40.54,"29,110","36,710","48,710","61,430","84,330"
  42140,"Santa Fe, NM",Postsecondary nondegree award,"2,860",4.7,7.6,18.00,"37,440",2.4,10.46,13.21,16.83,21.43,27.59,"21,750","27,480","35,010","44,580","57,380"
  42140,"Santa Fe, NM","Some college, no degree","1,310",2.1,8.0,16.74,"34,830",3.5,9.31,11.56,16.23,20.95,24.79,"19,360","24,040","33,770","43,570","51,570"
  42140,"Santa Fe, NM",High school diploma or equivalent,"22,610",36.9,5.4,18.21,"37,880",2.7,9.25,12.49,16.51,22.33,29.38,"19,240","25,980","34,330","46,450","61,110"
  42140,"Santa Fe, NM",No formal educational credential,"16,410",26.7,2.5,13.21,"27,490",1.4,8.82,10.27,12.47,15.16,18.69,"18,340","21,360","25,940","31,540","38,880"
  42200,"Santa Maria-Santa Barbara, CA",Doctoral or professional degree,"5,330",2.9,20.7,68.03,"141,510",5.9,26.85,39.21,55.43,86.76,#,"55,850","81,560","115,280","180,470",#
  42200,"Santa Maria-Santa Barbara, CA",Master's degree,"3,440",1.9,10.6,36.68,"76,290",3.6,16.48,22.00,31.81,48.23,61.72,"34,280","45,770","66,170","100,320","128,370"
  42200,"Santa Maria-Santa Barbara, CA",Bachelor's degree,"39,690",21.4,3.4,45.42,"94,470",2.0,18.60,27.38,40.46,55.93,76.56,"38,680","56,940","84,150","116,330","159,230"
  42200,"Santa Maria-Santa Barbara, CA",Associate's degree,"3,960",2.1,4.6,31.23,"64,950",2.8,15.07,19.88,29.63,40.50,50.45,"31,340","41,340","61,630","84,240","104,930"
  42200,"Santa Maria-Santa Barbara, CA",Postsecondary nondegree award,"8,270",4.5,4.4,21.53,"44,780",2.7,12.03,15.01,19.12,26.63,32.97,"25,020","31,220","39,760","55,390","68,580"
  42200,"Santa Maria-Santa Barbara, CA","Some college, no degree","4,420",2.4,5.2,21.70,"45,130",2.1,12.14,15.95,20.52,25.96,31.64,"25,240","33,180","42,680","54,000","65,810"
  42200,"Santa Maria-Santa Barbara, CA",High school diploma or equivalent,"63,920",34.5,3.2,21.44,"44,590",1.8,10.92,13.13,18.41,26.44,35.31,"22,720","27,320","38,290","55,000","73,440"
  42200,"Santa Maria-Santa Barbara, CA",No formal educational credential,"56,500",30.5,2.5,13.97,"29,060",1.1,10.37,10.99,12.07,15.05,20.12,"21,570","22,850","25,100","31,290","41,840"
  42220,"Santa Rosa, CA",Doctoral or professional degree,"4,770",2.4,5.9,62.08,"129,130",6.0,29.58,42.04,57.05,72.90,99.49,"61,530","87,440","118,650","151,640","206,940"
  42220,"Santa Rosa, CA",Master's degree,"3,250",1.6,5.3,35.85,"74,580",3.5,16.11,21.37,33.88,47.84,59.74,"33,500","44,460","70,460","99,510","124,250"
  42220,"Santa Rosa, CA",Bachelor's degree,"39,320",19.4,3.1,43.99,"91,490",1.9,19.31,26.70,38.44,54.76,74.98,"40,150","55,530","79,950","113,900","155,970"
  42220,"Santa Rosa, CA",Associate's degree,"3,950",2.0,7.0,30.25,"62,910",3.6,15.48,19.35,28.35,39.50,48.87,"32,200","40,260","58,960","82,170","101,650"
  42220,"Santa Rosa, CA",Postsecondary nondegree award,"11,500",5.7,4.4,23.58,"49,050",2.4,12.59,16.47,22.22,28.92,36.40,"26,200","34,250","46,210","60,160","75,710"
  42220,"Santa Rosa, CA","Some college, no degree","5,760",2.8,5.1,21.22,"44,130",2.0,12.96,15.61,19.16,25.52,30.99,"26,950","32,460","39,840","53,080","64,450"
  42220,"Santa Rosa, CA",High school diploma or equivalent,"76,670",37.9,1.8,22.41,"46,610",1.6,11.44,14.08,19.06,27.50,37.70,"23,790","29,280","39,650","57,200","78,410"
  42220,"Santa Rosa, CA",No formal educational credential,"57,190",28.3,2.0,15.34,"31,900",1.3,10.35,11.27,13.44,17.51,23.06,"21,530","23,440","27,950","36,420","47,970"
  42340,"Savannah, GA",Doctoral or professional degree,"3,870",2.3,6.0,59.02,"122,760",6.2,23.47,29.05,43.22,75.22,#,"48,810","60,420","89,900","156,450",#
  42340,"Savannah, GA",Master's degree,"2,720",1.6,4.2,33.05,"68,740",2.4,16.71,21.35,29.96,42.34,54.13,"34,760","44,410","62,310","88,070","112,590"
  42340,"Savannah, GA",Bachelor's degree,"30,780",18.0,1.6,35.19,"73,190",4.7,16.48,22.73,30.64,42.14,59.78,"34,270","47,280","63,720","87,650","124,340"
  42340,"Savannah, GA",Associate's degree,"3,810",2.2,4.7,24.78,"51,540",5.2,10.65,16.47,24.25,31.23,38.53,"22,150","34,250","50,440","64,970","80,150"
  42340,"Savannah, GA",Postsecondary nondegree award,"12,590",7.4,3.9,19.70,"40,980",1.7,11.03,13.77,18.01,24.30,30.61,"22,950","28,640","37,450","50,550","63,670"
  42340,"Savannah, GA","Some college, no degree","3,450",2.0,6.8,*,*,*,*,*,*,*,*,*,*,*,*,*
  42340,"Savannah, GA",High school diploma or equivalent,"62,170",36.4,1.4,19.66,"40,880",2.8,9.55,12.17,16.84,23.89,32.96,"19,870","25,320","35,020","49,690","68,550"
  42340,"Savannah, GA",No formal educational credential,"51,230",30.0,3.2,11.79,"24,520",1.6,7.97,8.61,9.81,13.16,18.30,"16,570","17,910","20,410","27,370","38,060"
  42540,"Scranton--Wilkes-Barre--Hazleton, PA",Doctoral or professional degree,"5,880",2.3,7.2,52.75,"109,710",4.9,21.84,30.40,42.54,59.93,#,"45,430","63,230","88,480","124,660",#
  42540,"Scranton--Wilkes-Barre--Hazleton, PA",Master's degree,"5,120",2.0,6.1,31.48,"65,480",3.2,14.91,20.13,28.14,39.21,51.89,"31,020","41,880","58,530","81,550","107,920"
  42540,"Scranton--Wilkes-Barre--Hazleton, PA",Bachelor's degree,"39,400",15.3,3.2,33.72,"70,130",1.1,17.03,22.78,29.78,39.23,53.71,"35,420","47,390","61,930","81,590","111,720"
  42540,"Scranton--Wilkes-Barre--Hazleton, PA",Associate's degree,"5,590",2.2,7.4,23.72,"49,340",4.3,12.06,15.83,22.37,29.85,38.47,"25,080","32,920","46,520","62,080","80,010"
  42540,"Scranton--Wilkes-Barre--Hazleton, PA",Postsecondary nondegree award,"19,890",7.7,3.3,18.33,"38,130",1.6,10.77,13.36,17.31,22.41,28.16,"22,410","27,790","35,990","46,610","58,580"
  42540,"Scranton--Wilkes-Barre--Hazleton, PA","Some college, no degree","5,240",2.0,5.1,15.96,"33,200",2.4,8.55,10.87,15.86,19.71,23.98,"17,790","22,610","32,990","41,000","49,870"
  42540,"Scranton--Wilkes-Barre--Hazleton, PA",High school diploma or equivalent,"107,960",41.9,2.0,18.35,"38,170",0.8,9.73,12.24,16.42,22.43,29.53,"20,230","25,460","34,150","46,650","61,420"
  42540,"Scranton--Wilkes-Barre--Hazleton, PA",No formal educational credential,"68,660",26.6,1.9,12.36,"25,710",1.6,8.16,9.07,11.17,14.66,18.55,"16,970","18,860","23,230","30,500","38,570"
  42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",Doctoral or professional degree,"40,260",2.4,3.1,64.76,"134,700",3.0,25.87,35.12,52.99,80.80,#,"53,810","73,050","110,220","168,060",#
