area,area_name,education_category,tot_emp,pct_total ,emp_prse,h_mean,a_mean,mean_prse ,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90
  26620,"Huntsville, AL",Postsecondary nondegree award,"10,960",4.9,3.4,17.50,"36,400",2.1,9.86,12.14,16.03,21.62,28.12,"20,520","25,250","33,330","44,960","58,480"
  26620,"Huntsville, AL","Some college, no degree","4,740",2.1,6.1,16.77,"34,890",2.8,9.16,11.52,15.95,20.61,26.27,"19,060","23,970","33,170","42,860","54,640"
  26620,"Huntsville, AL",High school diploma or equivalent,"76,360",34.4,2.9,18.26,"37,980",1.3,9.16,11.75,16.14,22.66,29.98,"19,040","24,450","33,580","47,130","62,360"
  26620,"Huntsville, AL",No formal educational credential,"47,840",21.5,1.6,11.01,"22,910",1.2,7.95,8.55,9.63,11.99,16.17,"16,530","17,790","20,020","24,930","33,630"
  26820,"Idaho Falls, ID",Doctoral or professional degree,"1,090",1.7,12.8,58.54,"121,760",9.3,17.97,25.42,45.19,70.87,#,"37,380","52,880","93,990","147,400",#
  26820,"Idaho Falls, ID",Master's degree,"1,260",1.9,7.5,32.30,"67,190",7.9,12.71,17.56,27.30,42.26,58.38,"26,430","36,530","56,790","87,900","121,440"
  26820,"Idaho Falls, ID",Bachelor's degree,"13,750",21.2,7.5,34.58,"71,930",6.2,12.57,19.91,30.43,45.57,61.75,"26,150","41,410","63,290","94,780","128,440"
  26820,"Idaho Falls, ID",Associate's degree,"1,920",3.0,6.2,28.26,"58,780",4.6,13.82,19.97,29.64,36.02,40.79,"28,750","41,530","61,660","74,920","84,840"
  26820,"Idaho Falls, ID",Postsecondary nondegree award,"4,650",7.2,8.6,17.37,"36,140",2.3,9.84,12.06,15.47,21.55,28.07,"20,470","25,080","32,170","44,830","58,390"
  26820,"Idaho Falls, ID","Some college, no degree","1,890",2.9,6.9,14.46,"30,070",3.5,8.29,9.59,11.89,17.98,24.26,"17,250","19,940","24,730","37,400","50,460"
  26820,"Idaho Falls, ID",High school diploma or equivalent,"23,900",36.8,3.9,18.05,"37,540",3.0,9.04,11.07,15.13,22.25,32.03,"18,800","23,020","31,480","46,270","66,630"
  26820,"Idaho Falls, ID",No formal educational credential,"16,400",25.3,3.6,11.38,"23,660",1.4,7.96,8.61,9.83,12.85,16.96,"16,560","17,910","20,440","26,730","35,270"
  26900,"Indianapolis-Carmel-Anderson, IN",Doctoral or professional degree,"25,570",2.5,4.2,70.55,"146,750",5.0,25.55,35.66,56.48,96.22,#,"53,130","74,170","117,490","200,140",#
  26900,"Indianapolis-Carmel-Anderson, IN",Master's degree,"17,880",1.7,4.3,33.87,"70,450",2.5,16.49,22.15,30.60,43.77,55.38,"34,300","46,060","63,640","91,040","115,200"
  26900,"Indianapolis-Carmel-Anderson, IN",Bachelor's degree,"226,340",22.0,2.0,36.45,"75,820",1.3,16.49,22.80,31.41,43.70,60.46,"34,310","47,430","65,320","90,890","125,750"
  26900,"Indianapolis-Carmel-Anderson, IN",Associate's degree,"22,670",2.2,3.7,26.40,"54,900",2.9,13.82,18.31,25.35,32.79,38.75,"28,750","38,090","52,740","68,200","80,590"
  26900,"Indianapolis-Carmel-Anderson, IN",Postsecondary nondegree award,"65,380",6.4,2.5,20.09,"41,790",1.8,11.36,14.22,18.91,24.62,30.51,"23,630","29,570","39,340","51,210","63,470"
  26900,"Indianapolis-Carmel-Anderson, IN","Some college, no degree","22,570",2.2,3.1,17.90,"37,230",1.5,9.68,12.63,16.63,22.04,28.18,"20,140","26,270","34,600","45,850","58,620"
  26900,"Indianapolis-Carmel-Anderson, IN",High school diploma or equivalent,"393,350",38.2,1.2,19.55,"40,660",0.8,9.89,12.55,17.09,23.54,31.97,"20,570","26,100","35,550","48,960","66,500"
  26900,"Indianapolis-Carmel-Anderson, IN",No formal educational credential,"255,630",24.8,1.5,12.23,"25,430",1.1,8.11,8.95,10.86,14.16,18.28,"16,870","18,620","22,580","29,450","38,030"
  26980,"Iowa City, IA",Doctoral or professional degree,"5,710",6.2,1.6,63.44,"131,950",6.1,21.27,30.70,49.06,87.24,#,"44,250","63,850","102,050","181,450",#
  26980,"Iowa City, IA",Master's degree,"2,650",2.9,2.9,39.35,"81,860",6.1,19.25,25.27,34.64,48.13,62.80,"40,050","52,570","72,040","100,110","130,620"
  26980,"Iowa City, IA",Bachelor's degree,"19,430",21.1,1.9,32.45,"67,500",2.2,14.71,21.86,29.36,38.31,49.31,"30,590","45,460","61,060","79,680","102,570"
  26980,"Iowa City, IA",Associate's degree,"2,270",2.5,8.2,23.54,"48,960",6.6,10.29,16.76,23.60,30.65,36.34,"21,390","34,860","49,100","63,760","75,580"
  26980,"Iowa City, IA",Postsecondary nondegree award,"7,290",7.9,22.8,19.82,"41,230",2.4,10.72,14.54,18.96,25.49,29.99,"22,300","30,250","39,430","53,020","62,380"
  26980,"Iowa City, IA","Some college, no degree","1,490",1.6,9.3,15.44,"32,120",2.9,9.11,11.35,14.58,18.67,23.24,"18,940","23,610","30,330","38,830","48,350"
  26980,"Iowa City, IA",High school diploma or equivalent,"31,750",34.5,2.9,18.70,"38,890",1.9,10.20,12.82,17.49,23.25,28.88,"21,220","26,670","36,390","48,370","60,080"
  26980,"Iowa City, IA",No formal educational credential,"21,410",23.3,2.3,12.28,"25,540",2.0,8.21,9.12,11.01,14.34,18.53,"17,070","18,980","22,910","29,820","38,540"
  27060,"Ithaca, NY",Doctoral or professional degree,"5,070",10.1,30.5,62.68,"130,370",5.6,25.71,36.15,55.24,77.99,#,"53,470","75,190","114,900","162,210",#
  27060,"Ithaca, NY",Master's degree,"2,180",4.4,12.9,39.28,"81,690",2.9,21.06,26.59,34.17,45.42,61.15,"43,800","55,310","71,080","94,470","127,180"
  27060,"Ithaca, NY",Bachelor's degree,"10,640",21.2,5.6,37.76,"78,550",3.7,19.11,24.77,32.35,45.01,62.13,"39,750","51,530","67,300","93,620","129,230"
  27060,"Ithaca, NY",Associate's degree,"1,980",4.0,5.1,26.69,"55,520",2.6,16.31,19.84,24.74,31.60,39.39,"33,920","41,270","51,470","65,730","81,940"
  27060,"Ithaca, NY",Postsecondary nondegree award,"1,640",3.3,14.3,20.35,"42,320",3.4,12.20,14.79,19.06,23.48,31.23,"25,370","30,760","39,650","48,830","64,970"
  27060,"Ithaca, NY","Some college, no degree","1,800",3.6,8.4,19.48,"40,520",9.4,9.71,12.59,18.71,24.58,30.18,"20,200","26,180","38,920","51,120","62,770"
  27060,"Ithaca, NY",High school diploma or equivalent,"16,220",32.4,3.8,20.42,"42,470",3.7,10.96,13.75,18.96,24.65,31.39,"22,790","28,600","39,440","51,270","65,290"
  27060,"Ithaca, NY",No formal educational credential,"10,580",21.1,3.7,13.24,"27,530",3.2,9.73,10.02,11.59,15.29,18.55,"20,240","20,840","24,120","31,810","38,580"
  27100,"Jackson, MI",Doctoral or professional degree,"1,490",2.5,29.4,74.45,"154,850",17.0,26.08,36.92,53.47,#,#,"54,250","76,800","111,220",#,#
  27100,"Jackson, MI",Master's degree,"1,090",1.8,17.4,36.78,"76,510",9.3,15.73,20.94,29.63,46.95,68.71,"32,710","43,560","61,630","97,660","142,920"
  27100,"Jackson, MI",Bachelor's degree,"13,220",22.3,16.3,39.25,"81,630",5.9,18.68,26.11,34.16,48.45,65.10,"38,850","54,310","71,060","100,780","135,400"
  27100,"Jackson, MI",Associate's degree,"1,390",2.3,24.7,26.67,"55,470",2.9,15.20,20.43,26.21,32.35,38.78,"31,610","42,490","54,510","67,280","80,650"
  27100,"Jackson, MI",Postsecondary nondegree award,"3,590",6.1,16.1,18.92,"39,350",3.4,11.79,13.92,17.49,23.18,28.88,"24,530","28,960","36,380","48,220","60,080"
  27100,"Jackson, MI","Some college, no degree","1,410",2.4,14.6,16.94,"35,240",3.8,9.78,11.72,15.57,19.92,26.87,"20,350","24,370","32,380","41,440","55,880"
  27100,"Jackson, MI",High school diploma or equivalent,"25,680",43.3,6.8,19.11,"39,750",4.0,9.50,11.41,16.68,23.68,31.19,"19,770","23,720","34,680","49,250","64,870"
  27100,"Jackson, MI",No formal educational credential,"11,410",19.2,4.0,11.63,"24,180",1.4,9.03,9.23,9.78,12.37,16.68,"18,790","19,200","20,340","25,720","34,700"
  27140,"Jackson, MS",Doctoral or professional degree,"7,740",2.9,3.6,56.47,"117,450",5.8,21.00,28.66,43.86,67.63,#,"43,680","59,620","91,230","140,660",#
  27140,"Jackson, MS",Master's degree,"5,100",1.9,4.1,31.90,"66,360",4.6,15.22,20.52,28.00,41.03,50.62,"31,660","42,680","58,240","85,350","105,290"
  27140,"Jackson, MS",Bachelor's degree,"54,760",20.8,2.3,31.83,"66,200",2.0,15.02,19.93,27.13,37.75,52.28,"31,250","41,450","56,440","78,520","108,730"
  27140,"Jackson, MS",Associate's degree,"5,900",2.2,5.8,24.00,"49,920",2.0,13.01,17.97,23.61,29.18,34.96,"27,070","37,380","49,110","60,690","72,710"
  27140,"Jackson, MS",Postsecondary nondegree award,"18,590",7.1,2.6,18.14,"37,730",1.9,10.24,12.54,16.99,22.52,28.12,"21,300","26,070","35,350","46,840","58,480"
  27140,"Jackson, MS","Some college, no degree","6,540",2.5,5.5,15.60,"32,450",3.5,8.15,9.13,14.01,19.73,26.00,"16,960","19,000","29,130","41,050","54,080"
  27140,"Jackson, MS",High school diploma or equivalent,"103,880",39.5,1.7,17.45,"36,290",1.2,9.05,11.19,14.98,21.15,28.87,"18,810","23,280","31,160","43,990","60,040"
  27140,"Jackson, MS",No formal educational credential,"60,180",22.9,1.7,11.16,"23,220",1.1,7.99,8.64,9.82,12.32,16.51,"16,610","17,970","20,430","25,620","34,350"
  27180,"Jackson, TN",Doctoral or professional degree,"1,370",2.1,18.3,55.30,"115,020",8.8,18.39,27.00,42.09,69.98,#,"38,240","56,150","87,550","145,560",#
  27180,"Jackson, TN",Master's degree,"1,570",2.4,6.4,29.93,"62,250",9.2,9.63,16.67,25.84,37.38,51.49,"20,030","34,670","53,740","77,740","107,100"
  27180,"Jackson, TN",Bachelor's degree,"10,940",16.8,5.2,29.43,"61,220",2.6,14.24,19.85,26.28,34.96,48.20,"29,610","41,290","54,660","72,720","100,260"
  27180,"Jackson, TN",Associate's degree,"2,490",3.8,6.1,21.90,"45,550",3.1,12.83,15.07,21.49,26.90,32.79,"26,690","31,340","44,700","55,950","68,200"
  27180,"Jackson, TN",Postsecondary nondegree award,"5,880",9.0,10.3,17.57,"36,540",4.5,10.18,12.72,15.96,19.93,28.96,"21,170","26,460","33,200","41,450","60,240"
  27180,"Jackson, TN","Some college, no degree","1,120",1.7,6.0,15.56,"32,360",4.0,8.76,11.19,14.79,18.66,23.53,"18,220","23,280","30,760","38,820","48,950"
  27180,"Jackson, TN",High school diploma or equivalent,"27,550",42.4,5.3,16.68,"34,690",1.7,8.87,11.13,14.86,19.92,27.11,"18,460","23,160","30,900","41,440","56,380"
  27180,"Jackson, TN",No formal educational credential,"14,120",21.7,4.9,10.85,"22,570",1.5,7.94,8.54,9.58,11.93,16.10,"16,510","17,760","19,920","24,820","33,490"
  27260,"Jacksonville, FL",Doctoral or professional degree,"14,150",2.1,6.3,60.65,"126,150",6.2,16.51,30.00,49.48,78.62,#,"34,340","62,390","102,920","163,530",#
  27260,"Jacksonville, FL",Master's degree,"9,080",1.4,5.4,33.32,"69,310",2.9,16.31,21.05,32.00,42.62,51.53,"33,920","43,780","66,560","88,650","107,190"
  27260,"Jacksonville, FL",Bachelor's degree,"133,120",19.9,3.3,36.98,"76,910",2.1,17.23,23.35,30.50,43.96,62.25,"35,840","48,570","63,440","91,450","129,480"
  27260,"Jacksonville, FL",Associate's degree,"14,730",2.2,5.3,25.10,"52,220",2.6,11.67,16.11,23.42,30.86,39.20,"24,270","33,510","48,710","64,180","81,540"
  27260,"Jacksonville, FL",Postsecondary nondegree award,"51,170",7.7,3.5,19.39,"40,320",1.4,11.06,13.67,17.67,23.50,30.51,"23,010","28,440","36,760","48,880","63,460"
  27260,"Jacksonville, FL","Some college, no degree","13,480",2.0,6.3,17.92,"37,270",2.9,10.51,12.96,16.22,21.27,27.30,"21,860","26,960","33,750","44,240","56,790"
  27260,"Jacksonville, FL",High school diploma or equivalent,"260,590",39.0,1.4,18.92,"39,350",0.7,9.95,12.34,16.47,22.92,30.47,"20,700","25,670","34,250","47,680","63,380"
  27260,"Jacksonville, FL",No formal educational credential,"171,830",25.7,1.7,12.23,"25,430",0.9,8.71,9.23,10.74,13.67,18.09,"18,120","19,200","22,340","28,440","37,620"
  27340,"Jacksonville, NC",Doctoral or professional degree,930,2.0,4.0,49.97,"103,930",23.5,17.39,21.96,33.23,63.91,#,"36,170","45,680","69,120","132,920",#
  27340,"Jacksonville, NC",Master's degree,770,1.7,11.9,32.20,"66,980",6.3,19.70,23.00,28.49,37.62,48.63,"40,980","47,830","59,270","78,250","101,160"
  27340,"Jacksonville, NC",Bachelor's degree,"6,790",14.7,4.8,30.27,"62,970",3.8,16.52,21.02,27.63,35.84,46.76,"34,360","43,730","57,460","74,550","97,250"
  27340,"Jacksonville, NC",Associate's degree,880,1.9,8.3,21.05,"43,780",6.3,9.82,13.53,19.17,26.94,34.35,"20,420","28,140","39,870","56,040","71,450"
  27340,"Jacksonville, NC",Postsecondary nondegree award,"3,070",6.7,5.9,17.73,"36,880",2.9,9.75,12.59,16.52,21.53,27.42,"20,280","26,190","34,360","44,780","57,020"
  27340,"Jacksonville, NC","Some college, no degree","1,280",2.8,16.6,13.70,"28,490",4.5,8.52,9.93,12.41,16.00,21.90,"17,730","20,650","25,810","33,280","45,550"
  27340,"Jacksonville, NC",High school diploma or equivalent,"17,100",37.1,2.5,16.16,"33,610",3.4,8.69,10.37,14.11,19.55,27.01,"18,060","21,570","29,360","40,670","56,180"
  27340,"Jacksonville, NC",No formal educational credential,"15,250",33.1,2.4,10.65,"22,140",1.8,7.92,8.49,9.46,11.42,14.70,"16,480","17,670","19,680","23,760","30,570"
  27500,"Janesville-Beloit, WI",Doctoral or professional degree,"1,490",2.3,8.1,70.93,"147,540",11.6,25.93,33.91,49.30,#,#,"53,940","70,530","102,540",#,#
  27500,"Janesville-Beloit, WI",Master's degree,"1,100",1.7,11.4,34.93,"72,650",4.1,15.90,23.40,34.87,45.54,54.75,"33,070","48,680","72,540","94,730","113,880"
  27500,"Janesville-Beloit, WI",Bachelor's degree,"10,660",16.5,4.8,35.04,"72,890",1.8,16.91,24.25,31.50,42.11,54.52,"35,170","50,440","65,520","87,590","113,400"
  27500,"Janesville-Beloit, WI",Associate's degree,"1,390",2.2,9.9,22.03,"45,830",4.9,10.34,13.42,21.18,29.12,36.22,"21,520","27,900","44,060","60,570","75,340"
  27500,"Janesville-Beloit, WI",Postsecondary nondegree award,"5,250",8.1,8.0,18.73,"38,960",2.3,10.88,13.51,17.41,22.80,28.60,"22,620","28,090","36,210","47,420","59,490"
  27500,"Janesville-Beloit, WI","Some college, no degree","2,130",3.3,6.4,15.96,"33,200",2.3,10.47,12.69,14.91,18.64,23.44,"21,770","26,380","31,010","38,770","48,760"
  27500,"Janesville-Beloit, WI",High school diploma or equivalent,"26,980",41.8,3.7,19.27,"40,070",1.6,9.58,12.08,17.11,23.73,32.44,"19,930","25,120","35,590","49,370","67,470"
  27500,"Janesville-Beloit, WI",No formal educational credential,"15,570",24.1,4.1,12.07,"25,110",2.1,8.03,8.73,10.15,13.99,19.30,"16,710","18,150","21,120","29,090","40,150"
  27620,"Jefferson City, MO",Doctoral or professional degree,"1,240",1.7,10.1,47.57,"98,950",6.9,21.45,27.54,38.06,61.20,79.85,"44,620","57,280","79,170","127,290","166,090"
  27620,"Jefferson City, MO",Master's degree,"1,570",2.1,4.5,26.83,"55,810",4.7,15.53,18.38,22.87,29.56,42.07,"32,310","38,230","47,570","61,490","87,510"
  27620,"Jefferson City, MO",Bachelor's degree,"16,470",22.3,4.3,28.86,"60,030",3.8,15.04,18.98,25.38,34.06,46.51,"31,280","39,480","52,790","70,840","96,740"
  27620,"Jefferson City, MO",Associate's degree,"1,820",2.5,6.4,22.34,"46,470",3.8,13.54,16.53,20.95,25.79,34.59,"28,160","34,380","43,580","53,640","71,940"
  27620,"Jefferson City, MO",Postsecondary nondegree award,"4,710",6.4,6.5,16.73,"34,800",2.0,9.61,12.66,16.13,19.47,24.17,"19,980","26,330","33,550","40,500","50,270"
  27620,"Jefferson City, MO","Some college, no degree","1,470",2.0,8.4,16.38,"34,070",2.4,9.24,11.93,14.64,20.51,24.87,"19,220","24,820","30,450","42,650","51,730"
  27620,"Jefferson City, MO",High school diploma or equivalent,"31,880",43.1,4.4,17.26,"35,890",1.6,9.58,11.92,15.24,20.27,27.69,"19,940","24,800","31,710","42,160","57,600"
  27620,"Jefferson City, MO",No formal educational credential,"14,790",20.0,3.2,11.85,"24,660",1.6,8.34,8.89,10.10,13.23,18.00,"17,340","18,500","21,010","27,520","37,430"
  27740,"Johnson City, TN",Doctoral or professional degree,"3,350",4.3,44.2,61.94,"128,840",8.9,14.87,29.02,51.60,83.32,#,"30,930","60,350","107,330","173,300",#
  27740,"Johnson City, TN",Master's degree,"1,520",2.0,19.7,35.30,"73,420",5.5,14.27,21.67,32.55,45.23,56.47,"29,690","45,070","67,690","94,070","117,450"
  27740,"Johnson City, TN",Bachelor's degree,"13,690",17.8,8.4,30.24,"62,910",3.0,13.69,19.27,26.22,35.51,50.76,"28,480","40,080","54,530","73,860","105,580"
  27740,"Johnson City, TN",Associate's degree,"1,870",2.4,5.8,23.17,"48,180",2.6,12.89,16.52,22.49,28.72,34.52,"26,800","34,360","46,790","59,740","71,800"
  27740,"Johnson City, TN",Postsecondary nondegree award,"6,590",8.6,8.4,15.32,"31,860",2.3,9.40,11.06,14.31,18.49,22.89,"19,550","23,000","29,760","38,450","47,600"
  27740,"Johnson City, TN","Some college, no degree","1,700",2.2,15.5,14.19,"29,510",5.5,8.14,9.22,12.90,17.42,22.77,"16,940","19,190","26,830","36,230","47,370"
  27740,"Johnson City, TN",High school diploma or equivalent,"29,960",38.9,3.5,16.45,"34,220",2.1,8.83,10.93,14.73,19.23,26.44,"18,360","22,740","30,630","39,990","55,000"
  27740,"Johnson City, TN",No formal educational credential,"18,370",23.8,2.6,10.67,"22,190",1.9,7.90,8.45,9.37,11.59,15.40,"16,440","17,570","19,480","24,100","32,040"
  27780,"Johnstown, PA",Doctoral or professional degree,"1,150",2.3,11.3,50.84,"105,750",7.6,19.17,26.07,36.64,60.06,#,"39,870","54,220","76,210","124,930",#
  27780,"Johnstown, PA",Master's degree,"1,270",2.6,11.7,27.98,"58,200",4.7,12.90,17.18,25.28,36.84,48.06,"26,840","35,730","52,590","76,620","99,970"
  27780,"Johnstown, PA",Bachelor's degree,"7,630",15.5,3.4,30.68,"63,820",2.4,13.57,19.67,27.11,36.45,49.70,"28,230","40,920","56,390","75,820","103,380"
  27780,"Johnstown, PA",Associate's degree,"1,050",2.1,7.3,20.94,"43,560",3.6,11.15,14.88,19.82,26.51,31.01,"23,180","30,940","41,220","55,130","64,500"
  27780,"Johnstown, PA",Postsecondary nondegree award,"3,720",7.6,4.0,16.79,"34,910",3.2,9.88,12.29,14.85,19.96,26.70,"20,560","25,550","30,890","41,510","55,540"
  27780,"Johnstown, PA","Some college, no degree","1,130",2.3,6.6,14.52,"30,200",3.1,8.58,10.33,13.37,17.30,22.81,"17,840","21,480","27,820","35,970","47,440"
  27780,"Johnstown, PA",High school diploma or equivalent,"21,600",44.0,3.1,16.38,"34,060",2.0,8.69,10.47,14.43,20.07,26.91,"18,070","21,770","30,000","41,740","55,960"
  27780,"Johnstown, PA",No formal educational credential,"11,570",23.6,2.7,11.09,"23,070",1.4,8.00,8.65,9.79,12.14,15.79,"16,640","17,990","20,370","25,260","32,850"
  27860,"Jonesboro, AR",Doctoral or professional degree,"1,420",2.6,4.2,62.84,"130,700",11.7,17.98,26.49,44.31,88.73,#,"37,400","55,090","92,160","184,560",#
  27860,"Jonesboro, AR",Master's degree,"1,060",1.9,5.5,35.74,"74,350",3.3,18.43,24.47,32.57,45.44,57.83,"38,340","50,910","67,750","94,510","120,280"
  27860,"Jonesboro, AR",Bachelor's degree,"8,710",15.9,5.5,27.35,"56,890",4.0,9.49,17.51,23.84,31.16,46.21,"19,750","36,430","49,590","64,810","96,120"
  27860,"Jonesboro, AR",Associate's degree,"1,400",2.6,11.7,23.03,"47,890",3.8,11.92,16.07,21.83,29.32,36.71,"24,790","33,420","45,410","60,980","76,360"
  27860,"Jonesboro, AR",Postsecondary nondegree award,"4,270",7.8,7.0,16.20,"33,690",2.5,10.14,11.93,14.78,18.89,24.81,"21,080","24,820","30,740","39,280","51,610"
  27860,"Jonesboro, AR","Some college, no degree","1,110",2.0,7.0,13.59,"28,270",2.8,8.78,9.19,12.03,16.89,21.76,"18,250","19,110","25,020","35,120","45,260"
  27860,"Jonesboro, AR",High school diploma or equivalent,"22,290",40.6,4.8,16.11,"33,500",1.4,9.23,10.85,14.24,18.76,25.35,"19,200","22,560","29,630","39,020","52,730"
  27860,"Jonesboro, AR",No formal educational credential,"14,630",26.7,3.2,10.99,"22,860",1.3,8.71,9.04,9.73,11.83,15.07,"18,130","18,790","20,240","24,600","31,340"
  27900,"Joplin, MO",Doctoral or professional degree,"1,400",1.8,24.9,52.41,"109,010",5.0,22.43,28.96,42.94,64.82,95.29,"46,660","60,240","89,320","134,840","198,200"
  27900,"Joplin, MO",Master's degree,"1,370",1.8,20.2,31.11,"64,720",4.2,15.58,20.56,29.03,40.78,49.85,"32,400","42,760","60,390","84,820","103,700"
  27900,"Joplin, MO",Bachelor's degree,"11,950",15.3,11.0,29.09,"60,500",2.2,14.21,19.56,24.90,34.25,47.50,"29,560","40,680","51,780","71,230","98,810"
  27900,"Joplin, MO",Associate's degree,"1,240",1.6,11.3,23.53,"48,950",3.1,12.61,16.15,22.32,29.99,36.39,"26,230","33,580","46,420","62,370","75,680"
  27900,"Joplin, MO",Postsecondary nondegree award,"8,200",10.5,5.1,17.71,"36,840",3.4,9.93,12.64,17.12,21.73,26.87,"20,650","26,300","35,600","45,210","55,880"
  27900,"Joplin, MO","Some college, no degree","1,550",2.0,5.1,13.44,"27,960",2.9,8.34,9.03,12.19,16.41,20.68,"17,340","18,790","25,350","34,120","43,020"
  27900,"Joplin, MO",High school diploma or equivalent,"33,360",42.7,3.5,16.52,"34,370",1.4,9.08,10.98,14.68,19.74,26.89,"18,880","22,840","30,530","41,050","55,930"
  27900,"Joplin, MO",No formal educational credential,"18,980",24.3,3.5,11.78,"24,490",1.6,8.32,8.88,10.05,13.33,17.73,"17,310","18,460","20,900","27,730","36,870"
  27980,"Kahului-Wailuku-Lahaina, HI",Doctoral or professional degree,"1,030",1.4,7.0,68.46,"142,390",9.7,20.05,31.37,53.30,96.03,#,"41,700","65,250","110,870","199,740",#
  27980,"Kahului-Wailuku-Lahaina, HI",Master's degree,780,1.1,9.7,32.07,"66,700",3.2,18.99,24.53,29.65,38.11,48.10,"39,510","51,020","61,660","79,260","100,060"
  27980,"Kahului-Wailuku-Lahaina, HI",Bachelor's degree,"9,080",12.3,3.0,36.17,"75,230",2.7,17.04,23.09,30.63,43.53,59.33,"35,450","48,020","63,710","90,540","123,400"
  27980,"Kahului-Wailuku-Lahaina, HI",Associate's degree,920,1.2,9.1,27.68,"57,580",3.0,15.69,19.73,26.67,34.23,40.12,"32,630","41,050","55,470","71,210","83,450"
  27980,"Kahului-Wailuku-Lahaina, HI",Postsecondary nondegree award,"3,450",4.7,4.8,23.70,"49,290",2.6,13.45,17.24,21.86,28.06,37.16,"27,980","35,870","45,460","58,370","77,290"
  27980,"Kahului-Wailuku-Lahaina, HI","Some college, no degree","1,350",1.8,7.1,17.58,"36,560",3.8,9.82,12.56,16.10,21.79,26.61,"20,430","26,120","33,490","45,330","55,360"
  27980,"Kahului-Wailuku-Lahaina, HI",High school diploma or equivalent,"27,510",37.1,2.9,23.00,"47,830",1.6,11.98,15.47,20.64,27.33,36.98,"24,910","32,170","42,940","56,850","76,920"
  27980,"Kahului-Wailuku-Lahaina, HI",No formal educational credential,"29,990",40.5,2.4,17.34,"36,070",1.7,9.66,11.52,15.67,20.87,26.18,"20,090","23,970","32,600","43,420","54,460"
  28020,"Kalamazoo-Portage, MI",Doctoral or professional degree,"4,270",3.1,7.1,60.76,"126,380",7.1,22.81,31.45,47.96,73.29,#,"47,440","65,420","99,770","152,430",#
  28020,"Kalamazoo-Portage, MI",Master's degree,"2,890",2.1,6.1,36.58,"76,080",3.9,15.16,21.98,32.45,45.44,59.56,"31,540","45,710","67,490","94,520","123,880"
  28020,"Kalamazoo-Portage, MI",Bachelor's degree,"26,890",19.3,5.3,34.85,"72,500",2.2,15.22,22.01,30.59,40.72,57.71,"31,650","45,770","63,640","84,700","120,040"
  28020,"Kalamazoo-Portage, MI",Associate's degree,"3,310",2.4,8.3,24.61,"51,190",2.6,13.32,17.85,24.43,30.11,36.63,"27,700","37,120","50,810","62,630","76,200"
  28020,"Kalamazoo-Portage, MI",Postsecondary nondegree award,"7,190",5.2,8.3,18.96,"39,440",2.3,11.79,13.85,17.20,23.01,29.34,"24,520","28,810","35,770","47,860","61,020"
  28020,"Kalamazoo-Portage, MI","Some college, no degree","3,480",2.5,4.6,15.61,"32,460",3.2,9.22,10.30,13.56,18.78,24.47,"19,190","21,430","28,210","39,060","50,890"
  28020,"Kalamazoo-Portage, MI",High school diploma or equivalent,"57,510",41.3,3.5,18.87,"39,250",1.3,9.77,12.27,16.52,22.93,30.69,"20,320","25,530","34,350","47,690","63,830"
  28020,"Kalamazoo-Portage, MI",No formal educational credential,"33,590",24.1,2.6,12.14,"25,260",1.4,9.06,9.33,10.42,13.21,17.96,"18,850","19,400","21,670","27,470","37,350"
  28100,"Kankakee, IL",Doctoral or professional degree,"1,060",2.4,6.6,57.68,"119,970",13.7,21.01,25.96,36.98,70.67,#,"43,700","54,000","76,930","147,000",#
  28100,"Kankakee, IL",Master's degree,"1,240",2.8,14.9,34.43,"71,610",11.2,12.58,18.42,31.28,43.98,59.18,"26,170","38,300","65,060","91,470","123,100"
  28100,"Kankakee, IL",Bachelor's degree,"7,220",16.4,3.2,32.59,"67,780",2.3,14.80,20.97,29.17,39.70,52.37,"30,790","43,620","60,680","82,570","108,920"
  28100,"Kankakee, IL",Associate's degree,"1,180",2.7,7.5,24.10,"50,120",5.1,10.63,15.86,25.05,30.84,37.07,"22,110","32,980","52,110","64,140","77,110"
  28100,"Kankakee, IL",Postsecondary nondegree award,"4,490",10.2,6.2,19.71,"41,000",4.3,10.68,13.33,18.37,24.24,30.72,"22,220","27,730","38,200","50,420","63,910"
  28100,"Kankakee, IL","Some college, no degree",910,2.1,8.1,15.43,"32,090",3.1,9.26,10.88,13.92,18.11,23.86,"19,260","22,630","28,960","37,670","49,630"
  28100,"Kankakee, IL",High school diploma or equivalent,"16,650",37.8,3.6,19.55,"40,660",3.2,9.74,11.84,16.86,25.08,33.98,"20,260","24,620","35,060","52,160","70,670"
  28100,"Kankakee, IL",No formal educational credential,"11,250",25.6,8.2,12.21,"25,400",2.1,8.89,9.33,10.75,13.59,17.98,"18,480","19,400","22,360","28,270","37,410"
  28140,"Kansas City, MO-KS",Doctoral or professional degree,"22,740",2.2,4.4,60.79,"126,440",4.1,21.36,31.25,48.90,76.78,#,"44,420","64,990","101,710","159,690",#
  28140,"Kansas City, MO-KS",Master's degree,"16,390",1.6,4.3,34.57,"71,910",2.0,16.20,21.91,31.54,44.43,56.22,"33,690","45,570","65,600","92,410","116,940"
  28140,"Kansas City, MO-KS",Bachelor's degree,"249,150",23.6,1.8,37.88,"78,790",1.0,17.25,23.64,33.08,46.03,62.18,"35,880","49,170","68,800","95,730","129,330"
